"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:43:37 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"Elapsed Time","1.13"
"Records Found","2399"
"Records Returned","2399"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","Jehol","Jiufotang","2","sandstone/mudstone,""siliciclastic"",mudstone,""shale""","125","113","CN","6","19"
"str","Jehol","Jiufotang","3","mudstone/marl,mudstone,""shale""/mudstone","125","113","CN","8","29"
"str","Jehol","Qiaotou","","sandstone","163.5","125","CN","1","1"
"str","Jehol","Yixian","","""siliciclastic"",""shale""/mudstone,claystone,""shale"",mudstone,tuff,siltstone/mudstone,siltstone","125.45","113","CN","24","28"
"str","Jehol","Yixian","Dakangpu","""shale""/mudstone","125.45","122.46","CN","4","12"
"str","Jehol","Yixian","Dawangzhangzi","""shale"",""shale""/mudstone","125.45","122.46","CN","2","14"
"str","Jehol","Yixian","Jianshangou","""shale""/mudstone,siltstone/mudstone,""shale""/siltstone,siltstone,""shale""","125.45","122.46","CN","14","37"
"str","Jehol","Yixian","Jingangshan","""shale""","129.4","122.46","CN","1","1"
"str","Jehol","Yixian","Lujiatun","tuff,mudstone,sandstone,""siliciclastic""","125.45","122.46","CN","10","26"
"str","Jiande","Shouchang","","mudstone/sandstone","125","113","CN","1","1"
"str","Jiayin","Yong'ancun","","","100.5","93.9","CN","1","1"
"str","Jiayin","Yuliangzi","","sandstone/mudstone","72.1","66","CN","1","6"
"str","Kakegawa","Dainichi","","","2.588","1.806","JP","1","1"
"str","Kamloops","","","mudstone","56","47.8","CA","1","1"
"str","Kanmon","Gamo","","siltstone/sandstone,siltstone","132.9","125","JP","2","3"
"str","Kanmon","Sengoku","","sandstone/mudstone","130","125.45","JP","1","1"
"str","Kanmon","Sujigahama","","sandstone","125","100.5","JP","1","1"
"str","Karoo","Forest Sandstone","","siltstone,sandstone","199.3","182.7","ZW","9","13"
"str","Karoo","Forest Sandstone","Middle","sandstone/""carbonate""","201.3","190.8","ZW","1","1"
"str","Karoo","Forest Sandstone","Upper","sandstone","201.3","190.8","ZW","3","3"
"str","Karoo","Pebbly Arkose","","siltstone/mudstone,sandstone,conglomerate/sandstone","237","228","ZW","10","13"
"str","Karoo","Upper Karroo Sandstone","","sandstone/conglomerate","201.3","174.1","ZW","1","1"
"str","Kazusa","Ichijiku","","","0.781","0.126","JP","1","6"
"str","Kekerione","Red Bluff Tuff","Te One Limestone","grainstone","37.2","36","NZ","1","1"
"str","Kem Kem","","","""siliciclastic"",sandstone,""limestone"",conglomerate/marl","99.6","93.5","MA","15","53"
"str","Kem Kem","Aoufous","","sandstone,claystone","99.6","93.5","MA","4","6"
"str","Kem Kem","Douira","","sandstone,sandstone/mudstone,sandstone/""siliciclastic""","99.6","93.5","MA","4","4"
"str","Kem Kem","Gara Sbaa","","sandstone,claystone","99.6","93.5","MA","3","9"
"str","Kem Kem","Ifezouane","","sandstone","99.6","93.5","MA","12","28"
"str","Kericho Phonolites","Upper Koru Series","Fort Ternan ""B"" Beds","siltstone","13.82","11.62","KE","1","2"
"str","Keuper","","","conglomerate,""shale""/dolomite","208.5","201.3","DE","4","6"
"str","Keuper","Benkersandstein","","sandstone","237","228","DE","2","3"
"str","Keuper","Exter","","chalk,sandstone","208.5","201.3","DE","2","2"
"str","Keuper","Feuerletten","","breccia,marl,conglomerate","228","208.5","DE","8","8"
"str","Keuper","Hassberge","Blasensandstein","sandstone","237","228","DE","1","1"
"str","Keuper","Klettgau","Gruhalde","marl","228","208.5","CH","2","3"
"str","Keuper","Knollenmergel","","conglomerate","212","205.6","CH","2","3"
"str","Keuper","Lettenkohle","","","237","228","DE","1","2"
"str","Keuper","Löwenstein","","mudstone,sandstone/claystone,sandstone","228","208.5","DE","5","9"
"str","Keuper","Löwenstein","Lower Stubensandstein","sandstone,marl/sandstone","228","208.5","DE","2","2"
"str","Keuper","Löwenstein","Middle Stubensandstein","sandstone","228","208.5","DE","1","2"
"str","Keuper","Löwenstein","Mittlerer Stubensandstein","sandstone","228","208.5","DE","1","1"
"str","Keuper","Löwenstein","Semionotensandstein","sandstone","228","208.5","DE","1","2"
"str","Keuper","Rhätkeuper","","","208.5","201.3","DE","1","1"
"str","Keuper","Trossingen","Feuerletten","conglomerate,marl/sandstone","228","208.5","DE","7","9"
"str","Keuper","Trossingen","Knollenmergel","claystone/sandstone,marl,sandstone,marl/sandstone","208.5","201.3","DE","8","16"
"str","Kezilesu","","","sandstone","132.9","125","CN","1","3"
"str","Khasi","Mahadek","","sandstone","72.1","66","IN","2","2"
"str","Khorat","Khok Kruat","","sandstone,sandstone/siltstone,siltstone,siltstone/mudstone,claystone/sandstone,sandstone/conglomerate","125","100.5","TH","11","23"
"str","Khorat","Phra Wihan","","sandstone","145","125","TH","3","6"
"str","Khorat","Phu Kradung","","siltstone/mudstone,sandstone,claystone,conglomerate","152.1","139.8","TH","6","16"
"str","Khorat","Phu Phan","","sandstone","129.4","113","TH","2","2"
"str","Khorat","Sao Khua","","claystone/siltstone,sandstone/siltstone,claystone/conglomerate,sandstone/conglomerate,conglomerate,sandstone,claystone,mudstone,claystone/sandstone,siltstone,conglomerate/claystone,siltstone/sandstone,conglomerate/sandstone","130","125.45","TH","34","63"
"str","Kootenay","Mist Mountain","","","152.1","139.8","CA","5","8"
"str","Kuangyüan","","","sandstone/""shale""","100.5","66","CN","1","1"
"str","Kuchinari","Nam Phong","","claystone","228","201.3","TH","1","1"
"str","Kugitang","","","""limestone""","164.7","155.7","TJ","1","1"
"str","Kugitang","Kurek","","""limestone"",lime mudstone,""siliciclastic"",not reported/dolomite,""siliciclastic""/dolomite","161.2","150.8","UZ,TM","8","10"
"str","Kuji","Kunitan","","","86.3","83.6","JP","1","1"
"str","Kuji","Tamagawa","Upper","siltstone/tuff","93.9","89.8","JP","1","1"
"str","Kumara","","","mudstone","99.6","93.5","JP","1","1"
"str","Kuruma","Kitamatadani","","""siliciclastic""","190.8","182.7","JP","1","1"
"str","Kwango","","","conglomerate","163.5","100.5","CD","1","1"
"str","Kwanmon","","","","145","130","JP","1","3"
"str","Kyzyltash","","","""limestone"",sandstone/marl","132.9","129.4","UZ","2","2"
"str","Laiyang","Longwangzhuang","","sandstone","130","125.45","CN","2","6"
"str","Laiyang","Qugezhuang","","sandstone","125.45","122.46","CN","1","1"
"str","Laiyang","Shuinan","","sandstone","130","125.45","CN","1","2"
"str","Landon","","","","34.3","21.7","NZ","1","1"
"str","Lias","","","dolomite,marl","196.5","189.6","UK,FR","6","7"
"str","Lias","Blue Lias","","""siliciclastic""","201.3","189.6","UK","2","2"
"str","Lias","Blue Lias","Bull Cliff","""limestone""","201.3","199.3","UK","1","1"
"str","Lias","Charmouth Mudstone","","marl","199.3","190.8","UK","8","9"
"str","Lias","Charmouth Mudstone","Belemnite Marl","lime mudstone","189.6","183","UK","1","1"
"str","Lias","Charmouth Mudstone","Black Ven Marl","marl,wackestone","196.5","189.6","UK","2","2"
"str","Lias","Whitby Mudstone","","","182.7","174.1","UK","1","1"
"str","Liupanshan","Heshangpu","","sandstone","145","100.5","CN","1","1"
"str","Liupanshan","Liwaxia","","sandstone","145","100.5","CN","2","2"
"str","Liupanshan","Madongshan","","sandstone,mudstone","145","100.5","CN","2","2"
"str","Livingston","Billman Creek","","conglomerate,""shale""","72.1","66","US","5","5"
"str","Livingston","Cokedale","","mudstone/sandstone","83.6","72.1","US","1","2"
"str","Livingston","Miner Creek","","","83.6","72.1","US","1","1"
"str","Livingston","Sedan","Lennep Sandstone","","83.5","70.6","US","1","1"
"str","Livingston","Sedan","Mudstone","mudstone","83.5","70.6","US","1","1"
"str","Lothagam","Lothagam 1","B and C","sandstone","7.246","2.588","KE","1","1"
"str","Lothagam","Nawata and Nachukui","All","sandstone","7.246","2.588","KE","1","1"
"str","Lourinhã","","","","155.7","145","PT","1","1"
"str","Lower Greensand","","","""limestone""","122.46","109","UK","4","6"
"str","Lower Greensand","Atherfield Clay","","sandstone","125.45","122.46","UK","1","1"
"str","Lower Greensand","Faringdon Sand","","""limestone""","122.46","112.03","UK","1","1"
"str","Lower Greensand","Ferruginous Sands","","sandstone","105.3","99.6","UK","1","1"
"str","Lower Greensand","Ferruginous Sands","New Walpen","sandstone","122.46","112.03","UK","1","1"
"str","Lower Greensand","Folkestone","","sandstone","112.03","109","UK","1","1"
"str","Lower Greensand","Folkestone Sand","","sandstone","113","100.5","UK","2","2"
"str","Lower Greensand","Hythe","","""limestone""","125.45","122.46","UK","1","1"
"str","Lower Greensand","Sandgate","Bargate Sandstone","sandstone","122.46","112.03","UK","1","1"
"str","Lower Greensand","Woburn Sand","Potton Nodule Bed","sandstone","125.45","122.46","UK","1","4"
"str","Lupata","","","marl","125","113","MZ","1","1"
"str","Lupata","Dinosaur Beds","","sandstone,claystone","125","113","MW","7","8"
"str","Lupata","Dinosaur Beds","Upper","sandstone/mudstone","125","113","MW","8","14"
"str","Maikop","","","","28.1","23.03","AZ","1","1"
"str","Malargüe","","","""siliciclastic""","83.5","66","AR","1","1"
"str","Malargüe","Agua de la Piedra","","tuff","29","21","AR","2","2"
"str","Malargüe","Allen","","sandstone,sandstone/mudstone,mudstone,siltstone","83.5","66","AR","13","25"
"str","Malargüe","Allen","Lower","sandstone/siltstone,sandstone,sandstone/mudstone,lime mudstone,conglomerate","83.5","66","AR","8","35"
"str","Malargüe","Allen","Middle","sandstone/mudstone,mudstone/sandstone,sandstone","83.5","66","AR","31","57"
"str","Malargüe","Allen","Upper","sandstone","83.5","66","AR","1","5"
"str","Malargüe","Loncoche","","sandstone,sandstone/""limestone"",""limestone"",grainstone,mudstone","83.5","66","AR","8","13"
"str","Mancos","Frontier","","coal","93.9","89.8","US","2","2"
"str","Mancos Shale","Ferron Sandstone","","sandstone","93.9","89.8","US","1","1"
"str","Manuherikia","Bannockburn","","claystone,sandstone/siltstone,sandstone/claystone,conglomerate,sandstone,siltstone,claystone/sandstone","19","15.9","NZ","15","76"
"str","Manuherikia","Dunstan","","sandstone/mudstone","19","15.9","NZ","1","1"
"str","Marambio","Snow Hill Island","Gamma","sandstone","83.5","70.6","AA","1","3"
"str","Marayes","","","mudstone/siltstone","201.3","174.1","AR","1","1"
"str","Marayes","Quebrada del Barro","","sandstone,sandstone/siltstone","228","208.5","AR","3","3"
"str","Mata","Tahora","Maungataniwha","sandstone","83.5","66","NZ","1","7"
"str","Matawan","","","marl","83.5","70.6","US","5","6"
"str","Matawan","Englishtown","","sandstone/claystone","83.6","72.1","US","1","1"
"str","Matawan","Marshalltown","","sandstone,sandstone/marl","83.5","70.6","US","4","15"
"str","Matawan","Merchantville","","sandstone,claystone/marl","83.5","70.6","US","4","6"
"str","Matawan","Woodbury","","marl,claystone","83.5","70.6","US","2","2"
"str","Matsuo","","","siltstone","145","129.4","JP","1","1"
"str","Matsuo","Kamo","","sandstone/siltstone","139.8","125","JP","1","2"
"str","McRae","Hall Lake","","mudstone,""shale""/sandstone,sandstone","83.5","66","US","5","6"
"str","Merbah el Asfer","Douiret","","sandstone/claystone,""carbonate""","125","113","TN","3","4"
"str","Merbah el Asfer","Douiret","Douiret Sand","sandstone","125.45","122.46","TN","1","2"
"str","Mercia Mudstone","","","sandstone/marl,""limestone"",sandstone/claystone","228","201.3","UK","4","11"
"str","Mercia Mudstone","Keuper Waterstones","","","247.2","242","UK","1","1"
"str","Meriden","","","","201.3","199.3","US","1","1"
"str","Meriden","East Berlin","","sandstone,sandstone/siltstone,""shale"",mudstone,sandstone/""shale"",sandstone/mudstone","201.3","199.3","US","19","63"
"str","Meriden","Feltville","","","201.3","199.3","US","1","1"
"str","Meriden","Feltville","Unit b","siltstone/sandstone","201.3","196.5","US","1","1"
"str","Meriden","McCoy Brook","","sandstone/mudstone,sandstone,wackestone","201.3","196.5","CA","10","27"
"str","Meriden","Midland","","siltstone","196.5","189.6","US","1","5"
"str","Meriden","Scots Bay","","sandstone","201.3","199.3","CA","1","3"
"str","Meriden","Shuttle Meadow","","""shale""","201.3","199.3","US","1","1"
"str","Meriden","Towaco","","sandstone","201.3","199.3","US","2","2"
"str","Meriden","Towaco","A","siltstone/sandstone","201.3","199.3","US","1","1"
"str","Meriden","Towaco","B","mudstone/sandstone,siltstone/sandstone","201.3","199.3","US","2","6"
"str","Meriden","Turners Falls","","siltstone/sandstone","201.3","199.3","US","1","52"
"str","Mesaverde","","","""siliciclastic"",sandstone,coal/sandstone","83.6","66","US","16","23"
"str","Mesaverde","Almond","","sandstone","83.5","70.6","US","10","10"
"str","Mesaverde","Blackhawk","","peat/siltstone,siltstone","83.6","72.1","US","3","8"
"str","Mesaverde","Castlegate","","coal,sandstone/coal","83.6","72.1","US","5","7"
"str","Mesaverde","Crevasse Canyon","Gibson Coal","""shale""","86.3","83.6","US","1","1"
"str","Mesaverde","Menefee","Allison","mudstone","83.5","70.6","US","6","9"
"str","Mesaverde","Menefee","Cleary Coal","coal/sandstone","83.5","70.6","US","1","1"
"str","Mesaverde","Nelsen","","sandstone","83.5","70.6","US","2","2"
"str","Mesaverde","Rock Springs","","","83.6","72.1","US","1","1"
"str","Mesaverde","Toreva","Upper Sandstone","sandstone","89.3","85.8","US","1","2"
"str","Mesaverde","Williams Fork","","sandstone","83.5","66","US","1","3"
"str","Mesogea Basin","Pikermi","Chomateri","siltstone/claystone","11.608","5.333","GR","1","1"
"str","Middle Keuper","","","","228","208.5","DE","7","7"
"str","Middle Keuper","Burgsandstein","","","228","208.5","DE","1","1"
"str","Middle Keuper","Plattensandstein","","sandstone","228","208.5","DE","1","1"
"str","Mifune","Jobu","","mudstone","99.6","89.3","JP","4","7"
"str","Mifune","Kabu","","sandstone","99.6","93.5","JP","1","1"
"str","Minnes","","","","145","132.9","CA","3","5"
"str","Minnes","Gorman Creek","","sandstone","139.8","132.9","CA","3","8"
"str","Miyako","Tanohata","","conglomerate","122.46","109","JP","1","1"
"str","Mizunami","","","","23.03","5.333","JP","1","1"
"str","Mizunami","Akeyo","Yananouchi","","20.44","15.97","JP","1","1"
"str","Molasse","Brackwater Molasse","Kirchberg beds","marl/mudstone","20.44","15.97","DE","1","1"
"str","Molasse","Upper Freshwater Molasse","","marl/claystone,marl/mudstone,sandstone","15.97","13.82","DE","3","3"
"str","Moldavian Platform","","","mudstone/sandstone","11.62","7.246","RO","1","1"
"str","Monmouth","","","","72.1","66","US","2","3"
"str","Monmouth","Mount Laurel","","claystone,marl,sandstone","83.5","66","US","5","8"
"str","Monmouth","Mount Laurel","upper","","83.5","66","US","1","1"
"str","Monmouth","Navesink","","marl,claystone,sandstone,sandstone/marl","72.1","66","US","11","17"
"str","Monmouth","New Egypt","","sandstone/marl","70.6","66","US","1","5"
"str","Montana","Bearpaw Shale","","""shale""/""limestone"",claystone/sandstone","83.5","70.6","US","3","6"
"str","Montana","Eagle Sandstone","","","83.6","72.1","US","1","1"
"str","Montana","Hell Creek","","not reported/sandstone,sandstone,sandstone/conglomerate,mudstone,conglomerate,claystone,sandstone/mudstone,siltstone,siltstone/sandstone","70.6","66","US","55","138"
"str","Montana","Hell Creek","Little Beaver Creek","mudstone","70.6","66","US","1","6"
"str","Montana","Hell Creek","Lower","sandstone,sandstone/mudstone","70.6","66","US","3","10"
"str","Montana","Hell Creek","Pretty Butte","mudstone,claystone","70.6","66","US","3","6"
"str","Montana","Hell Creek","Upper","sandstone","70.6","66","US","11","90"
"str","Montana","Horsethief","","siltstone","83.6","72.1","US","1","1"
"str","Montana","Judith River","","claystone,sandstone,mudstone,sandstone/siltstone,sandstone/ironstone,sandstone/claystone","83.5","70.6","US,CA","48","115"
"str","Montana","Judith River","Coal Ridge","mudstone","83.5","70.6","CA,US","7","17"
"str","Montana","Judith River","McClelland Ferry","sandstone,lignite/sandstone,mudstone/coal,mudstone/sandstone,sandstone/claystone","83.5","70.6","US","8","36"
"str","Montana","Lance","","sandstone,sandstone/coal","70.6","66","US","2","4"
"str","Montana","Pierre Shale","","marl/claystone,""shale""","72.1","66","CA,US","4","4"
"str","Montana","Pierre Shale","Gammon Ferruginous","""shale""/ash,""shale""","83.5","70.6","CA,US","2","5"
"str","Montana","Pierre Shale","Millwood","claystone","83.5","70.6","CA","1","5"
"str","Montana","Pierre Shale","Pembina","""shale""/ash,""shale""/conglomerate","83.5","70.6","CA","2","2"
"str","Montana","Pierre Shale","Sharon Springs","""shale""","83.5","70.6","US","4","4"
"str","Montana","Two Medicine","","mudstone,lime mudstone/mudstone,claystone,""carbonate"",""carbonate""/mudstone,conglomerate/sandstone","83.5","70.6","US","23","87"
"str","Montana","Two Medicine","Lower","claystone/sandstone,sandstone","83.5","70.6","US","9","11"
"str","Montana","Two Medicine","Middle","mudstone/sandstone","83.5","70.6","US","2","2"
"str","Montana","Two Medicine","Upper","mudstone,siltstone,sandstone","83.5","70.6","US,CA","31","67"
"str","Monument Creek","Dawson Arkose","","sandstone","72.1","66","US","1","2"
"str","Muschelkalk","","","""limestone""","242","237","FR,DE","2","2"
"str","Muschelkalk","Chorzow","","","247.2","242","PL","1","1"
"str","Muschelkalk","Jena","Schaumkalkbänke","","247.2","242","DE","1","1"
"str","Muschelkalk","Vossenveld","Lower Wellenkalk layer 9","""limestone""","247.2","242","NL","1","1"
"str","Nanaimo","Cedar District","","sandstone","83.5","70.6","CA,US","2","2"
"str","Nanaimo","Northumberland","","mudstone","83.5","70.6","CA","3","5"
"str","Nanhsiung","Pingling","","","72.1","66","CN","4","5"
"str","Nanxiong","","","sandstone,""siliciclastic""","72.1","66","CN","6","14"
"str","Nanxiong","Yuanpu","","","72.1","66","CN","1","1"
"str","Nanxiong","Zhutian","","siltstone/sandstone,siltstone","72.1","66","CN","2","4"
"str","Navarrao","Olmos","","","83.5","66","MX","1","2"
"str","Navarro","Olmos","","mudstone,mudstone/claystone,siltstone/sandstone","83.5","66","MX,NZ","9","16"
"str","Neungju","Jangdong Tuff","","sandstone/mudstone,sandstone/siltstone","83.6","72.1","KR","5","10"
"str","Neuquén","","","conglomerate,sandstone,siltstone/sandstone","83.5","70.6","AR","5","7"
"str","Neuquén","Anacleto","","mudstone/sandstone,not reported/sandstone,sandstone,mudstone,sandstone/mudstone,siltstone/sandstone,siltstone,sandstone/claystone","83.5","70.6","AR","28","56"
"str","Neuquén","Bajo de la Carpa","","conglomerate/sandstone,sandstone,siltstone/mudstone,""siliciclastic"",sandstone/marl,siltstone","86.3","83.6","AR","15","40"
"str","Neuquén","Candeleros","","sandstone,mudstone,sandstone/claystone,sandstone/mudstone,siltstone","99.6","93.5","AR","37","52"
"str","Neuquén","Candeleros","Upper","sandstone","99.6","93.5","AR","2","3"
"str","Neuquén","Cerro Lisandro","","siltstone,claystone/sandstone,mudstone","93.5","89.3","AR","3","9"
"str","Neuquén","Huincul","","sandstone,sandstone/claystone","99.6","89.3","AR","14","34"
"str","Neuquén","Los Bastos","","mudstone","89.3","85.8","AR","2","2"
"str","Neuquén","Plottier","","sandstone,""shale""/sandstone,sandstone/mudstone,mudstone,mudstone/sandstone,conglomerate/sandstone","89.3","83.5","AR","14","25"
"str","Neuquén","Portezuelo","","sandstone,conglomerate/sandstone,conglomerate,""limestone""/sandstone,sandstone/gravel","93.5","85.8","AR","16","36"
"str","Neuquén","Rayoso","Pichi Neuquén","wackestone/sandstone","125","109","AR","1","1"
"str","Neuquén","Sierra Barrosa","","sandstone/mudstone,mudstone","89.3","85.8","AR","4","6"
"str","Nishisonogi","","","","28.4","23.03","JP","1","1"
"str","Nyker","Jydegaard","Tornhøj","sandstone/claystone","145","140.2","DK","1","2"
"str","Nyker","Rabekke","Skyttegaard","siltstone/claystone,mudstone","145","140.2","DK","2","3"
"str","Ogallala","Valentine","Cornell Dam","sandstone","15.97","13.6","US","1","2"
"str","Ogallala","Valentine","Devil's Gulch","","15.97","13.6","US","1","1"
"str","Oliván","","","siltstone/sandstone","122.46","100.5","ES","1","1"
"str","Oliván","Castrillo de la Reina","","sandstone/mudstone,claystone,claystone/sandstone","130","122.46","ES","9","20"
"str","Omo","Koobi Fora","Okote","sandstone/mudstone,mudstone","1.806","0.781","KE","2","2"
"str","Omo","Nachukui","Kalochoro","sandstone","2.588","1.806","KE","1","1"
"str","Omo","Nachukui","Natoo","sandstone","1.806","0.781","KE","2","2"
"str","Omo","Shungura","E","sandstone","2.588","1.806","ET","1","1"
"str","Omo","Shungura","G","siltstone","2.588","1.806","ET","1","1"
"str","Oncala","","","""limestone"",sandstone","145","129.4","ES","5","11"
"str","Oncala","Huérteles","","sandstone,siltstone,sandstone/claystone,sandstone/siltstone,sandstone/marl,""limestone"",siltstone/""shale""","145","139.8","ES","51","98"
"str","Oncala","Inestrillas","","""limestone""","145","139.8","ES","1","3"
"str","Oncala","Rupelo","","lime mudstone/marl,marl,""limestone""","145","139.8","ES","4","11"
"str","Ootsa Lake","","","""shale""","56","47.8","CA","1","1"
"str","Otway","Eumeralla","","sandstone/mudstone,sandstone,sandstone/siltstone","112.03","100.5","AU","26","75"
"str","Pagodroma","Fisher Bench","","sandstone","11.62","7.246","AA","1","1"
"str","Parecis","","","sandstone","100.5","66","BR","1","2"
"str","Pasayten","","","","105.3","99.6","CA","1","3"
"str","Paysandú","Guichón","","conglomerate,sandstone","100.5","83.6","UY","3","7"
"str","Paysandú","Mercedes","","sandstone","83.6","66","UY","1","1"
"str","Penarth","Westbury","","conglomerate/sandstone,conglomerate","208.5","201.3","UK","2","4"
"str","Penarth","Westbury","Wedmore Stone","""limestone""","208.5","201.3","UK","1","2"
"str","Pomperaug","Cass","","sandstone,sandstone/siltstone","201.3","196.5","US","2","3"
"str","Portland","Portland Stone","","","152.1","145","UK","4","4"
"str","Portland","Portland Stone","Portland Freestone","","150.8","145","UK","1","2"
"str","Portland","Portland Stone","Whit","wackestone","152.1","145","UK","2","2"
"str","Potomac","Arundel Clay","","claystone/conglomerate,claystone,mudstone,sandstone/claystone,""siliciclastic""","122.46","112.03","US","13","29"
"str","Potomac","Patuxent","","sandstone,sandstone/claystone","125","113","US","7","19"
"str","Potomac","Raritan","","amber/lignite","93.9","89.8","US","1","1"
"str","Potomac","Raritan","Woodbridge Clay","claystone","99.6","93.5","US","1","2"
"str","Puca","","","""siliciclastic"",sandstone","86.3","66","BO","16","33"
"str","Puca","Aroifilla","","","89.8","83.5","BO","1","1"
"str","Puca","Aroifilla","Upper","sandstone","89.8","86.3","BO","1","2"
"str","Puca","Chaunaca","","""limestone"",sandstone","83.6","72.1","BO","3","5"
"str","Puca","Chaunaca","Middle","sandstone,""siliciclastic""","83.6","72.1","BO","2","4"
"str","Puca","Chaunaca","Upper","mudstone","83.6","72.1","BO","1","1"
"str","Puca","El Molino","","""limestone""/packstone,sandstone","70.6","66","BO","32","45"
"str","Puca","El Molino","4","""siliciclastic""","72.1","66","BO","1","1"
"str","Puca","El Molino","Lower","sandstone","70.6","66","BO","6","7"
"str","Puca","El Molino","Middle","dolomite/sandstone,""limestone"",sandstone","72.1","66","BO","12","20"
"str","Puca","El Molino","Upper","","72.1","66","BO","1","1"
"str","Puno","Muñani","","conglomerate/sandstone","59.2","47.8","PE","1","2"
"str","Purbeck","","","""limestone"",lime mudstone/marl,sandstone","145","139.8","UK,FR","8","13"
"str","Purbeck","Durlston","","""limestone"",packstone","145","140.2","UK","3","3"
"str","Purbeck","Durlston","Broken Shell Limestone","""limestone""","145","140.2","UK","1","1"
"str","Purbeck","Durlston","Chief Beef","""limestone""","145","140.2","UK","1","1"
"str","Purbeck","Durlston","Corbula","","145","140.2","UK","1","1"
"str","Purbeck","Durlston","Peveril Point","""limestone""","145","140.2","UK","3","3"
"str","Purbeck","Durlston","Stair Hole","""limestone"",grainstone,""shale"",claystone/""limestone""","145","140.2","UK","27","30"
"str","Purbeck","Lulworth","","","145","140.2","UK","1","2"
"str","Purbeck","Lulworth","Mupe","","145","140.2","UK","1","1"
"str","Purbeck","Lulworth","Worbarrow Tout","""limestone"",claystone/""limestone"",wackestone/claystone,claystone,""shale"",""limestone""/claystone,""limestone""/lime mudstone","145","140.2","UK","16","27"
"str","Qingshan","Doushan","","sandstone/mudstone,claystone,claystone/""volcaniclastic""","125","100.5","CN","5","5"
"str","Qujiang","Laijia","","","105.3","99.6","CN","2","2"
"str","Qujiang","Laijia","A","siltstone,sandstone","105.3","99.6","CN","2","3"
"str","Qujiang","Laijia","B","sandstone/conglomerate","105.3","99.6","CN","1","1"
"str","Qujiang","Liangtoutang","","sandstone","113","93.9","CN","3","4"
"str","Qujiang","Quxian","","sandstone/conglomerate","100.5","66","CN","1","1"
"str","Raibl","Dolomia Principale","","""carbonate""","232","215.56","IT","2","4"
"str","Rancocas","Hornerstown","","sandstone,marl","70.6","61.6","US","8","19"
"str","Rancocas","Vincentown","","sandstone","59.2","56","US","1","1"
"str","Ravenscar","Cloughton","Gristhorpe","","170.3","168.3","UK","1","1"
"str","Ravenscar","Saltwick","","sandstone,sandstone/siltstone,siltstone","174.1","170.3","UK","7","19"
"str","Ravenscar","Saltwick","Lower","","174.1","170.3","UK","1","1"
"str","Ravenscar","Scalby","Long Nab","sandstone","168.3","166.1","UK","8","14"
"str","Ravenscar","Scalby","Moor Grit","sandstone","171.6","167.7","UK","2","2"
"str","Ravenscar","Scalby","Moor Grit/Long Nab","sandstone","171.6","166.1","UK","1","1"
"str","Ravenscar","Scarborough","","ironstone","170.3","168.3","UK","1","1"
"str","Red Sandstone","","","sandstone","125","93.9","TZ","1","1"
"str","Red Sandstone","Galula","Mtuka","sandstone","125","93.9","TZ","1","1"
"str","Red Sandstone","Galula","Namba","sandstone/mudstone,sandstone","100.5","72.1","TZ","2","6"
"str","Rewa","Takutu","","sandstone","163.5","100.5","GY","1","1"
"str","Ribadesella","Vega","","","157.3","152.1","ES","1","1"
"str","Rio do Peixe","Antenor Navarro","","sandstone,siltstone,sandstone/conglomerate,sandstone/siltstone","145","132.9","BR","12","29"
"str","Rio do Peixe","Quixoá","","siltstone/sandstone,sandstone","145","125.45","BR","2","5"
"str","Rio do Peixe","Rio Piranhas","","sandstone,siltstone","145","125","BR","8","20"
"str","Rio do Peixe","Sousa","","siltstone,siltstone/sandstone,""siliciclastic"",sandstone,mudstone/sandstone","145","125.45","BR","40","99"
"str","Río Zeballos","Cerro Boleadoras","","","20.44","13.82","AR","1","3"
"str","Rolling Downs","","","lime mudstone","113","89.8","AU","2","2"
"str","Rolling Downs","Allaru Mudstone","","lime mudstone,claystone","105.3","93.5","AU","3","3"
"str","Rolling Downs","Bulldog Shale","","","125","113","AU","1","2"
"str","Rolling Downs","Griman Creek","","","99.6","93.5","AU","6","7"
"str","Rolling Downs","Griman Creek","Wallangulla Sandstone","claystone,siltstone","99.6","93.5","AU","17","30"
"str","Rolling Downs","Mackunda","","mudstone","105.3","99.6","AU","1","2"
"str","Rolling Downs","Toolebuc","","""limestone"",lime mudstone,""limestone""/""shale""","105.3","99.6","AU","10","12"
"str","Rolling Downs","Winton","","claystone/sandstone,sandstone/mudstone,sandstone,siltstone,sandstone/claystone,mudstone/siltstone,sandstone/siltstone,mudstone,siltstone/sandstone,""siliciclastic""","99.6","89.3","AU","20","33"
"str","Rosario","","","","72.1","66","US","1","1"
"str","Rosario","Point Loma","","not reported/sandstone,mudstone/sandstone","83.5","70.6","US","3","3"
